Date,Ranking,NationalTeam
Nov-11,16,Ivory Coast
Nov-11,17,Switzerland
Nov-11,19,Japan
Nov-11,20,Mexico
Nov-11,22,Australia
Nov-11,23,Bosnia-Herzegovina
Nov-11,29,Ghana
Nov-11,30,Algeria
Nov-11,32,South Korea
Nov-11,34,United States
Nov-11,36,Colombia
Nov-11,41,Belgium
Nov-11,42,Ecuador
Nov-11,43,Nigeria
Nov-11,45,Iran
Nov-11,48,Cameroon
Nov-11,54,Honduras
Nov-11,64,Costa Rica
Dec-11,1,Spain
Dec-11,2,Netherlands
Dec-11,3,Germany
Dec-11,4,Uruguay
Dec-11,5,England
Dec-11,6,Brazil
Dec-11,7,Portugal
Dec-11,8,Croatia
Dec-11,9,Italy
Dec-11,10,Argentina
Dec-11,12,Russia
Dec-11,13,Chile
Dec-11,14,Greece
Dec-11,15,France
Dec-11,16,Ivory Coast
Dec-11,17,Switzerland
Dec-11,19,Japan
Dec-11,20,Bosnia-Herzegovina
Dec-11,21,Mexico
Dec-11,23,Australia
Dec-11,29,Ghana
Dec-11,30,Algeria
Dec-11,32,South Korea
Dec-11,34,United States
Dec-11,36,Colombia
Dec-11,41,Belgium
Dec-11,42,Ecuador
Dec-11,43,Nigeria
Dec-11,45,Iran
Dec-11,50,Cameroon
Dec-11,53,Honduras
Dec-11,65,Costa Rica
Jan-12,1,Spain
Jan-12,2,Netherlands
Jan-12,3,Germany
Jan-12,4,Uruguay
Jan-12,5,England
Jan-12,6,Brazil
Jan-12,7,Portugal
Jan-12,8,Croatia
Jan-12,9,Italy
Jan-12,10,Argentina
Jan-12,12,Chile
Jan-12,13,Russia
Jan-12,14,Greece
Jan-12,15,France
Jan-12,16,Switzerland
Jan-12,18,Ivory Coast
Jan-12,19,Bosnia-Herzegovina
Jan-12,20,Japan
Jan-12,21,Australia
Jan-12,22,Mexico
Jan-12,26,Ghana
Jan-12,30,South Korea
Jan-12,32,Algeria
Jan-12,33,United States
Jan-12,35,Colombia
Jan-12,40,Belgium
Jan-12,42,Ecuador
Jan-12,44,Iran
Jan-12,46,Nigeria
Jan-12,51,Honduras
Jan-12,56,Cameroon
Jan-12,62,Costa Rica
Feb-12,1,Spain
Feb-12,2,Germany
Feb-12,3,Netherlands
Feb-12,4,Uruguay
Feb-12,5,England
Feb-12,6,Portugal
Feb-12,7,Brazil
Feb-12,8,Italy
Feb-12,9,Croatia
Feb-12,11,Argentina
Feb-12,12,Chile
Feb-12,13,Russia
Feb-12,14,Greece
Feb-12,15,Ivory Coast
Feb-12,16,Switzerland
Feb-12,17,France
Feb-12,19,Bosnia-Herzegovina
Feb-12,21,Mexico
Feb-12,22,Australia
Feb-12,23,Ghana
Feb-12,30,Japan
Feb-12,31,United States
Feb-12,32,Colombia
Feb-12,34,South Korea
Feb-12,36,Algeria
Feb-12,39,Belgium
Feb-12,40,Ecuador
Feb-12,47,Iran
Feb-12,56,Nigeria
Feb-12,59,Honduras
Feb-12,63,Costa Rica
Feb-12,66,Cameroon
Mar-12,1,Spain
Mar-12,2,Netherlands
Mar-12,3,Germany
Mar-12,4,Uruguay
Mar-12,5,Brazil
Mar-12,6,England
Mar-12,7,Portugal
Mar-12,8,Argentina
Mar-12,9,Italy
Mar-12,10,Croatia
Mar-12,12,Russia
Mar-12,13,Greece
Mar-12,14,Chile
Mar-12,15,Ivory Coast
Mar-12,16,France
Mar-12,18,Switzerland
Mar-12,20,Australia
Mar-12,21,Bosnia-Herzegovina
Mar-12,22,Mexico
Mar-12,23,Ghana
Mar-12,27,United States
Mar-12,30,South Korea
Mar-12,31,Colombia
Mar-12,33,Japan
Mar-12,35,Algeria
Mar-12,39,Ecuador
Mar-12,40,Belgium
Mar-12,51,Iran
Mar-12,57,Nigeria
Mar-12,59,Costa Rica
Mar-12,63,Honduras
Mar-12,66,Cameroon
Apr-12,1,Spain
Apr-12,2,Germany
Apr-12,3,Uruguay
Apr-12,4,Netherlands
Apr-12,5,Portugal
Apr-12,6,Brazil
Apr-12,7,England
Apr-12,8,Croatia
Apr-12,10,Argentina
Apr-12,11,Russia
Apr-12,12,Italy
Apr-12,13,Chile
Apr-12,14,Greece
Apr-12,15,Ivory Coast
Apr-12,16,France
Apr-12,19,Switzerland
Apr-12,20,Mexico
Apr-12,21,Australia
Apr-12,22,Ghana
Apr-12,23,Colombia
Apr-12,27,Bosnia-Herzegovina
Apr-12,29,United States
Apr-12,30,Japan
Apr-12,31,South Korea
Apr-12,37,Ecuador
Apr-12,38,Algeria
Apr-12,44,Belgium
Apr-12,51,Iran
Apr-12,59,Costa Rica
Apr-12,60,Nigeria
Apr-12,61,Honduras
Apr-12,64,Cameroon
May-12,1,Spain
May-12,2,Germany
May-12,3,Uruguay
May-12,4,Netherlands
May-12,5,Portugal
May-12,6,Brazil
May-12,7,England
May-12,8,Croatia
May-12,9,Argentina
May-12,11,Russia
May-12,12,Italy
May-12,13,Chile
May-12,14,Greece
May-12,15,Ivory Coast
May-12,16,France
May-12,19,Switzerland
May-12,20,Mexico
May-12,21,Australia
May-12,22,Ghana
May-12,23,Colombia
May-12,27,Bosnia-Herzegovina
May-12,29,United States
May-12,30,Japan
May-12,31,South Korea
May-12,37,Ecuador
May-12,38,Algeria
May-12,44,Belgium
May-12,52,Iran
May-12,59,Costa Rica
May-12,62,Honduras
May-12,63,Nigeria
May-12,64,Cameroon
Jun-12,1,Spain
Jun-12,2,Uruguay
Jun-12,3,Germany
Jun-12,4,Netherlands
Jun-12,5,Brazil
Jun-12,6,England
Jun-12,7,Argentina
Jun-12,8,Croatia
Jun-12,10,Portugal
Jun-12,11,Chile
Jun-12,12,Italy
Jun-12,13,Russia
Jun-12,14,France
Jun-12,15,Greece
Jun-12,16,Ivory Coast
Jun-12,19,Mexico
Jun-12,20,Colombia
Jun-12,21,Switzerland
Jun-12,23,Japan
Jun-12,24,Australia
Jun-12,25,Ghana
Jun-12,28,United States
Jun-12,29,Bosnia-Herzegovina
Jun-12,32,Algeria
Jun-12,35,South Korea
Jun-12,36,Ecuador
Jun-12,45,Iran
Jun-12,54,Belgium
Jun-12,56,Honduras
Jun-12,61,Nigeria
Jun-12,64,Cameroon
Jun-12,65,Costa Rica
Jul-12,1,Spain
Jul-12,2,Germany
Jul-12,3,Uruguay
Jul-12,4,England
Jul-12,5,Portugal
Jul-12,6,Italy
Jul-12,7,Argentina
Jul-12,8,Netherlands
Jul-12,9,Croatia
Jul-12,11,Brazil
Jul-12,12,Greece
Jul-12,13,Russia
Jul-12,14,France
Jul-12,15,Chile
Jul-12,16,Ivory Coast
Jul-12,19,Mexico
Jul-12,20,Japan
Jul-12,21,Switzerland
Jul-12,22,Colombia
Jul-12,23,Australia
Jul-12,27,Ecuador
Jul-12,28,South Korea
Jul-12,30,Bosnia-Herzegovina
Jul-12,33,Ghana
Jul-12,35,Algeria
Jul-12,36,United States
Jul-12,51,Iran
Jul-12,53,Belgium
Jul-12,57,Costa Rica
Jul-12,58,Nigeria
Jul-12,59,Cameroon
Jul-12,64,Honduras
Aug-12,1,Spain
Aug-12,2,Germany
Aug-12,3,England
Aug-12,4,Uruguay
Aug-12,5,Portugal
Aug-12,6,Italy
Aug-12,7,Argentina
Aug-12,8,Netherlands
Aug-12,9,Croatia
Aug-12,11,Russia
Aug-12,12,Greece
Aug-12,13,Brazil
Aug-12,14,France
Aug-12,15,Chile
Aug-12,16,Ivory Coast
Aug-12,18,Mexico
Aug-12,20,Ecuador
Aug-12,21,Colombia
Aug-12,22,Japan
Aug-12,23,Switzerland
Aug-12,24,Australia
Aug-12,29,South Korea
Aug-12,31,Bosnia-Herzegovina
Aug-12,32,Ghana
Aug-12,34,Algeria
Aug-12,36,United States
Aug-12,48,Iran
Aug-12,53,Belgium
Aug-12,58,Nigeria
Aug-12,59,Cameroon
Aug-12,62,Costa Rica
Aug-12,65,Honduras
Sep-12,1,Spain
Sep-12,2,Germany
Sep-12,3,England
Sep-12,4,Portugal
Sep-12,5,Uruguay
Sep-12,6,Italy
Sep-12,7,Argentina
Sep-12,8,Netherlands
Sep-12,9,Croatia
Sep-12,11,Greece
Sep-12,12,Brazil
Sep-12,13,Russia
Sep-12,14,Chile
Sep-12,15,France
Sep-12,16,Ivory Coast
Sep-12,17,Ecuador
Sep-12,20,Switzerland
Sep-12,21,Mexico
Sep-12,22,Colombia
Sep-12,23,Japan
Sep-12,25,Australia
Sep-12,27,South Korea
Sep-12,28,Algeria
Sep-12,30,Bosnia-Herzegovina
Sep-12,31,Ghana
Sep-12,33,United States
Sep-12,40,Belgium
Sep-12,54,Iran
Sep-12,58,Nigeria
Sep-12,61,Cameroon
Sep-12,66,Costa Rica
Sep-12,72,Honduras
Oct-12,1,Spain
Oct-12,2,Germany
Oct-12,3,Portugal
Oct-12,4,Argentina
Oct-12,5,England
Oct-12,6,Netherlands
Oct-12,7,Uruguay
Oct-12,8,Italy
Oct-12,9,Colombia
Oct-12,10,Greece
Oct-12,11,Croatia
Oct-12,12,Russia
Oct-12,13,France
Oct-12,14,Brazil
Oct-12,15,Switzerland
Oct-12,16,Ivory Coast
Oct-12,17,Chile
Oct-12,19,Mexico
Oct-12,20,Ecuador
Oct-12,23,Japan
Oct-12,24,Algeria
Oct-12,25,South Korea
Oct-12,29,Bosnia-Herzegovina
Oct-12,30,Belgium
Oct-12,31,Ghana
Oct-12,32,United States
Oct-12,34,Australia
Oct-12,58,Iran
Oct-12,63,Nigeria
Oct-12,66,Honduras
Oct-12,71,Cameroon
Oct-12,73,Costa Rica
Nov-12,1,Spain
Nov-12,2,Germany
Nov-12,3,Argentina
Nov-12,4,Portugal
Nov-12,5,Italy
Nov-12,6,England
Nov-12,7,Netherlands
Nov-12,8,Colombia
Nov-12,9,Russia
Nov-12,10,Croatia
Nov-12,11,Uruguay
Nov-12,12,Greece
Nov-12,13,Brazil
Nov-12,14,Mexico
Nov-12,15,Ivory Coast
Nov-12,16,Switzerland
Nov-12,17,Ecuador
Nov-12,18,France
Nov-12,19,Algeria
Nov-12,20,Belgium
Nov-12,21,Chile
Nov-12,24,Japan
Nov-12,27,United States
Nov-12,29,Ghana
Nov-12,31,Bosnia-Herzegovina
Nov-12,32,South Korea
Nov-12,33,Australia
Nov-12,44,Iran
Nov-12,56,Honduras
Nov-12,58,Nigeria
Nov-12,62,Cameroon
Nov-12,64,Costa Rica
Dec-12,1,Spain
Dec-12,2,Germany
Dec-12,3,Argentina
Dec-12,4,Italy
Dec-12,5,Colombia
Dec-12,6,England
Dec-12,7,Portugal
Dec-12,8,Netherlands
Dec-12,9,Russia
Dec-12,10,Croatia
Dec-12,11,Greece
Dec-12,12,Switzerland
Dec-12,13,Ecuador
Dec-12,14,Ivory Coast
Dec-12,15,Mexico
Dec-12,16,Uruguay
Dec-12,17,France
Dec-12,18,Brazil
Dec-12,19,Algeria
Dec-12,21,Belgium
Dec-12,22,Japan
Dec-12,26,Chile
Dec-12,27,Bosnia-Herzegovina
Dec-12,28,United States
Dec-12,30,Ghana
Dec-12,35,South Korea
Dec-12,36,Australia
Dec-12,53,Nigeria
Dec-12,58,Honduras
Dec-12,59,Iran
Dec-12,61,Cameroon
Dec-12,66,Costa Rica
Jan-13,1,Spain
Jan-13,2,Germany
Jan-13,3,Argentina
Jan-13,4,Italy
Jan-13,5,Colombia
Jan-13,6,England
Jan-13,7,Portugal
Jan-13,8,Netherlands
Jan-13,9,Russia
Jan-13,10,Croatia
Jan-13,11,Greece
Jan-13,12,Ecuador
Jan-13,13,Switzerland
Jan-13,14,Ivory Coast
Jan-13,15,Mexico
Jan-13,16,Uruguay
Jan-13,17,France
Jan-13,18,Brazil
Jan-13,20,Belgium
Jan-13,21,Japan
Jan-13,22,Algeria
Jan-13,26,Bosnia-Herzegovina
Jan-13,27,Ghana
Jan-13,28,United States
Jan-13,30,Chile
Jan-13,34,South Korea
Jan-13,36,Australia
Jan-13,52,Nigeria
Jan-13,59,Honduras
Jan-13,60,Iran
Jan-13,66,Costa Rica
Jan-13,67,Cameroon
Feb-13,1,Spain
Feb-13,2,Germany
Feb-13,3,Argentina
Feb-13,4,England
Feb-13,5,Italy
Feb-13,6,Colombia
Feb-13,7,Portugal
Feb-13,8,Netherlands
Feb-13,9,Croatia
Feb-13,10,Russia
Feb-13,11,Greece
Feb-13,12,Ivory Coast
Feb-13,13,Ecuador
Feb-13,14,Switzerland
Feb-13,15,Mexico
Feb-13,16,Uruguay
Feb-13,17,France
Feb-13,18,Brazil
Feb-13,19,Ghana
Feb-13,20,Belgium
Feb-13,23,Chile
Feb-13,24,Bosnia-Herzegovina
Feb-13,28,Japan
Feb-13,30,Nigeria
Feb-13,32,United States
Feb-13,34,Algeria
Feb-13,37,Australia
Feb-13,38,South Korea
Feb-13,52,Honduras
Feb-13,53,Costa Rica
Feb-13,58,Iran
Feb-13,79,Cameroon
Mar-13,1,Spain
Mar-13,2,Germany
Mar-13,3,Argentina
Mar-13,4,England
Mar-13,5,Italy
Mar-13,6,Colombia
Mar-13,7,Portugal
Mar-13,8,Netherlands
Mar-13,9,Croatia
Mar-13,10,Russia
Mar-13,11,Ecuador
Mar-13,12,Greece
Mar-13,13,Ivory Coast
Mar-13,14,Switzerland
Mar-13,15,Mexico
Mar-13,16,Uruguay
Mar-13,17,France
Mar-13,18,Brazil
Mar-13,19,Belgium
Mar-13,20,Ghana
Mar-13,22,Chile
Mar-13,23,Bosnia-Herzegovina
Mar-13,26,Japan
Mar-13,30,Nigeria
Mar-13,33,United States
Mar-13,34,Algeria
Mar-13,39,Australia
Mar-13,47,South Korea
Mar-13,49,Honduras
Mar-13,53,Costa Rica
Mar-13,58,Iran
Mar-13,80,Cameroon
Apr-13,1,Spain
Apr-13,2,Germany
Apr-13,3,Argentina
Apr-13,4,Croatia
Apr-13,5,Portugal
Apr-13,6,Colombia
Apr-13,7,England
Apr-13,8,Italy
Apr-13,9,Netherlands
Apr-13,10,Ecuador
Apr-13,11,Russia
Apr-13,12,Ivory Coast
Apr-13,13,Greece
Apr-13,14,Mexico
Apr-13,15,Switzerland
Apr-13,16,Belgium
Apr-13,17,Uruguay
Apr-13,18,France
Apr-13,19,Brazil
Apr-13,21,Bosnia-Herzegovina
Apr-13,22,Ghana
Apr-13,23,Chile
Apr-13,28,United States
Apr-13,29,Japan
Apr-13,31,Nigeria
Apr-13,35,Algeria
Apr-13,42,South Korea
Apr-13,46,Australia
Apr-13,47,Costa Rica
Apr-13,52,Honduras
Apr-13,56,Iran
Apr-13,60,Cameroon
May-13,1,Spain
May-13,2,Germany
May-13,3,Argentina
May-13,4,Croatia
May-13,5,Portugal
May-13,6,Colombia
May-13,7,England
May-13,8,Italy
May-13,9,Netherlands
May-13,10,Ecuador
May-13,11,Russia
May-13,12,Ivory Coast
May-13,13,Greece
May-13,14,Switzerland
May-13,15,Belgium
May-13,16,Mexico
May-13,17,Uruguay
May-13,18,France
May-13,19,Brazil
May-13,21,Bosnia-Herzegovina
May-13,22,Ghana
May-13,23,Chile
May-13,28,Nigeria
May-13,29,United States
May-13,30,Japan
May-13,35,Algeria
May-13,42,South Korea
May-13,47,Australia
May-13,48,Costa Rica
May-13,51,Honduras
May-13,57,Iran
May-13,62,Cameroon
Jun-13,1,Spain
Jun-13,2,Germany
Jun-13,3,Argentina
Jun-13,4,Croatia
Jun-13,5,Netherlands
Jun-13,6,Portugal
Jun-13,7,Colombia
Jun-13,8,Italy
Jun-13,9,England
Jun-13,10,Ecuador
Jun-13,11,Russia
Jun-13,12,Belgium
Jun-13,13,Ivory Coast
Jun-13,14,Switzerland
Jun-13,15,Bosnia-Herzegovina
Jun-13,16,Greece
Jun-13,17,Mexico
Jun-13,18,France
Jun-13,19,Uruguay
Jun-13,21,Ghana
Jun-13,22,Brazil
Jun-13,25,Chile
Jun-13,28,United States
Jun-13,31,Nigeria
Jun-13,32,Japan
Jun-13,35,Algeria
Jun-13,40,South Korea
Jun-13,47,Australia
Jun-13,48,Costa Rica
Jun-13,52,Honduras
Jun-13,65,Cameroon
Jun-13,68,Iran
Jul-13,1,Spain
Jul-13,2,Germany
Jul-13,3,Colombia
Jul-13,4,Argentina
Jul-13,5,Netherlands
Jul-13,6,Italy
Jul-13,7,Portugal
Jul-13,8,Croatia
Jul-13,9,Brazil
Jul-13,10,Belgium
Jul-13,11,Greece
Jul-13,12,Uruguay
Jul-13,13,Ivory Coast
Jul-13,14,Bosnia-Herzegovina
Jul-13,15,England
Jul-13,16,Switzerland
Jul-13,17,Russia
Jul-13,18,Ecuador
Jul-13,20,Mexico
Jul-13,21,Chile
Jul-13,22,United States
Jul-13,23,France
Jul-13,24,Ghana
Jul-13,34,Algeria
Jul-13,35,Nigeria
Jul-13,38,Japan
Jul-13,39,Costa Rica
Jul-13,40,Australia
Jul-13,43,South Korea
Jul-13,53,Iran
Jul-13,55,Honduras
Jul-13,71,Cameroon
Aug-13,1,Spain
Aug-13,2,Germany
Aug-13,3,Colombia
Aug-13,4,Argentina
Aug-13,5,Netherlands
Aug-13,6,Italy
Aug-13,7,Portugal
Aug-13,8,Croatia
Aug-13,9,Brazil
Aug-13,10,Belgium
Aug-13,11,Greece
Aug-13,12,Uruguay
Aug-13,13,Bosnia-Herzegovina
Aug-13,14,England
Aug-13,15,Switzerland
Aug-13,16,Russia
Aug-13,17,Ecuador
Aug-13,18,Ivory Coast
Aug-13,19,United States
Aug-13,20,Mexico
Aug-13,21,Chile
Aug-13,23,France
Aug-13,24,Ghana
Aug-13,34,Algeria
Aug-13,35,Nigeria
Aug-13,37,Japan
Aug-13,42,Costa Rica
Aug-13,43,Honduras
Aug-13,47,Australia
Aug-13,51,Cameroon
Aug-13,52,Iran
Aug-13,56,South Korea
Sep-13,1,Spain
Sep-13,2,Argentina
Sep-13,3,Germany
Sep-13,4,Italy
Sep-13,5,Colombia
Sep-13,6,Belgium
Sep-13,7,Uruguay
Sep-13,8,Brazil
Sep-13,9,Netherlands
Sep-13,10,Croatia
Sep-13,11,Portugal
Sep-13,12,Greece
Sep-13,13,United States
Sep-13,14,Switzerland
Sep-13,15,Russia
Sep-13,16,Chile
Sep-13,17,England
Sep-13,18,Bosnia-Herzegovina
Sep-13,19,Ivory Coast
Sep-13,20,Ecuador
Sep-13,21,Mexico
Sep-13,24,Ghana
Sep-13,25,France
Sep-13,28,Algeria
Sep-13,33,Costa Rica
Sep-13,37,Nigeria
Sep-13,40,Honduras
Sep-13,42,Japan
Sep-13,48,Iran
Sep-13,53,Australia
Sep-13,58,South Korea
Sep-13,61,Cameroon
Oct-13,1,Spain
Oct-13,2,Germany
Oct-13,3,Argentina
Oct-13,4,Colombia
Oct-13,5,Belgium
Oct-13,6,Uruguay
Oct-13,7,Switzerland
Oct-13,8,Netherlands
Oct-13,9,Italy
Oct-13,10,England
Oct-13,11,Brazil
Oct-13,12,Chile
Oct-13,13,United States
Oct-13,14,Portugal
Oct-13,15,Greece
Oct-13,16,Bosnia-Herzegovina
Oct-13,17,Ivory Coast
Oct-13,18,Croatia
Oct-13,19,Russia
Oct-13,21,France
Oct-13,22,Ecuador
Oct-13,23,Ghana
Oct-13,24,Mexico
Oct-13,31,Costa Rica
Oct-13,32,Algeria
Oct-13,33,Nigeria
Oct-13,34,Honduras
Oct-13,44,Japan
Oct-13,50,Iran
Oct-13,56,South Korea
Oct-13,57,Australia
Oct-13,59,Cameroon
Nov-13,1,Spain
Nov-13,2,Germany
Nov-13,3,Argentina
Nov-13,4,Colombia
Nov-13,5,Portugal
Nov-13,6,Uruguay
Nov-13,7,Italy
Nov-13,8,Switzerland
Nov-13,9,Netherlands
Nov-13,10,Brazil
Nov-13,11,Belgium
Nov-13,12,Greece
Nov-13,13,England
Nov-13,14,United States
Nov-13,15,Chile
Nov-13,16,Croatia
Nov-13,17,Ivory Coast
Nov-13,19,France
Nov-13,20,Mexico
Nov-13,21,Bosnia-Herzegovina
Nov-13,22,Russia
Nov-13,23,Ecuador
Nov-13,24,Ghana
Nov-13,26,Algeria
Nov-13,31,Costa Rica
Nov-13,36,Nigeria
Nov-13,41,Honduras
Nov-13,45,Iran
Nov-13,48,Japan
Nov-13,51,Cameroon
Nov-13,54,South Korea
Nov-13,59,Australia
Dec-13,1,Spain
Dec-13,2,Germany
Dec-13,3,Argentina
Dec-13,4,Colombia
Dec-13,5,Portugal
Dec-13,6,Uruguay
Dec-13,7,Italy
Dec-13,8,Switzerland
Dec-13,9,Netherlands
Dec-13,10,Brazil
Dec-13,11,Belgium
Dec-13,12,Greece
Dec-13,13,England
Dec-13,14,United States
Dec-13,15,Chile
Dec-13,16,Croatia
Dec-13,17,Ivory Coast
Dec-13,19,Bosnia-Herzegovina
Dec-13,20,France
Dec-13,21,Mexico
Dec-13,22,Russia
Dec-13,23,Ecuador
Dec-13,24,Ghana
Dec-13,26,Algeria
Dec-13,31,Costa Rica
Dec-13,33,Iran
Dec-13,37,Nigeria
Dec-13,42,Honduras
Dec-13,47,Japan
Dec-13,50,Cameroon
Dec-13,54,South Korea
Dec-13,58,Australia
Jan-14,1,Spain
Jan-14,2,Germany
Jan-14,3,Argentina
Jan-14,4,Colombia
Jan-14,5,Portugal
Jan-14,6,Uruguay
Jan-14,7,Italy
Jan-14,8,Switzerland
Jan-14,9,Netherlands
Jan-14,10,Brazil
Jan-14,11,Belgium
Jan-14,12,Greece
Jan-14,13,England
Jan-14,14,United States
Jan-14,15,Chile
Jan-14,16,Croatia
Jan-14,17,Ivory Coast
Jan-14,19,Bosnia-Herzegovina
Jan-14,20,France
Jan-14,21,Mexico
Jan-14,22,Russia
Jan-14,23,Ecuador
Jan-14,24,Ghana
Jan-14,27,Algeria
Jan-14,32,Costa Rica
Jan-14,34,Iran
Jan-14,41,Nigeria
Jan-14,43,Honduras
Jan-14,48,Japan
Jan-14,50,Cameroon
Jan-14,53,South Korea
Jan-14,57,Australia
Feb-14,1,Spain
Feb-14,2,Germany
Feb-14,3,Argentina
Feb-14,4,Portugal
Feb-14,5,Colombia
Feb-14,6,Switzerland
Feb-14,7,Uruguay
Feb-14,8,Italy
Feb-14,9,Brazil
Feb-14,10,Netherlands
Feb-14,11,Belgium
Feb-14,12,Greece
Feb-14,13,United States
Feb-14,14,Chile
Feb-14,15,England
Feb-14,16,Croatia
Feb-14,17,Bosnia-Herzegovina
Feb-14,19,France
Feb-14,21,Mexico
Feb-14,22,Russia
Feb-14,23,Ivory Coast
Feb-14,24,Ecuador
Feb-14,26,Algeria
Feb-14,35,Costa Rica
Feb-14,37,Ghana
Feb-14,39,Iran
Feb-14,40,Honduras
Feb-14,46,Cameroon
Feb-14,47,Nigeria
Feb-14,50,Japan
Feb-14,53,Australia
Feb-14,61,South Korea
Mar-14,1,Spain
Mar-14,2,Germany
Mar-14,3,Argentina
Mar-14,4,Portugal
Mar-14,5,Colombia
Mar-14,6,Uruguay
Mar-14,7,Switzerland
Mar-14,8,Italy
Mar-14,9,Brazil
Mar-14,10,Belgium
Mar-14,11,Netherlands
Mar-14,12,England
Mar-14,13,Greece
Mar-14,14,United States
Mar-14,15,Chile
Mar-14,16,Croatia
Mar-14,17,France
Mar-14,19,Russia
Mar-14,20,Mexico
Mar-14,21,Bosnia-Herzegovina
Mar-14,23,Ecuador
Mar-14,24,Ivory Coast
Mar-14,25,Algeria
Mar-14,34,Costa Rica
Mar-14,35,Ghana
Mar-14,36,Honduras
Mar-14,42,Iran
Mar-14,47,Nigeria
Mar-14,48,Japan
Mar-14,51,Cameroon
Mar-14,60,South Korea
Mar-14,63,Australia
Apr-14,1,Spain
Apr-14,2,Germany
Apr-14,3,Portugal
Apr-14,4,Colombia
Apr-14,5,Uruguay
Apr-14,6,Argentina
Apr-14,7,Brazil
Apr-14,8,Switzerland
Apr-14,9,Italy
Apr-14,10,Greece
Apr-14,11,England
Apr-14,12,Belgium
Apr-14,13,United States
Apr-14,14,Chile
Apr-14,15,Netherlands
Apr-14,16,France
Apr-14,18,Russia
Apr-14,19,Mexico
Apr-14,20,Croatia
Apr-14,21,Ivory Coast
Apr-14,25,Bosnia-Herzegovina
Apr-14,27,Algeria
Apr-14,28,Ecuador
Apr-14,32,Honduras
Apr-14,34,Costa Rica
Apr-14,37,Iran
Apr-14,38,Ghana
Apr-14,45,Nigeria
Apr-14,47,Japan
Apr-14,50,Cameroon
Apr-14,56,South Korea
Apr-14,60,Australia
May-14,1,Spain
May-14,2,Germany
May-14,3,Portugal
May-14,4,Brazil
May-14,5,Colombia
May-14,6,Uruguay
May-14,7,Argentina
May-14,8,Switzerland
May-14,9,Italy
May-14,10,Greece
May-14,11,England
May-14,12,Belgium
May-14,13,Chile
May-14,14,United States
May-14,15,Netherlands
May-14,16,France
May-14,18,Russia
May-14,19,Mexico
May-14,20,Croatia
May-14,21,Ivory Coast
May-14,25,Bosnia-Herzegovina
May-14,27,Algeria
May-14,28,Ecuador
May-14,31,Honduras
May-14,34,Costa Rica
May-14,37,Iran
May-14,38,Ghana
May-14,44,Nigeria
May-14,47,Japan
May-14,50,Cameroon
May-14,55,South Korea
May-14,60,Australia
